open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1785542400000,62859.90,62945.30,62859.80,62928.90,460.103,1785542699999,28944161.55690,8091,295.290,18576817.16380,0
1785542700000,62928.90,62941.40,62904.10,62922.00,104.112,1785542999999,6551214.30980,4260,48.084,3025578.41020,0
